case_number,prompt,clip_score
318405,A bowl filled with fruit on a napkin.,0.32430583238601685
233079,A plane sits outside a room full of chairs. ,0.338716059923172
396204,Clouds can be seen beyond the wing of the plane. ,0.2561798691749573
285742,Black and white photograph of cars parked along a curb in the city,0.32939985394477844
566249,A black motor cycle parked on a cobblestone street,0.32760757207870483
462565,people on bicycles ride down a busy street ,0.297503262758255
255795,A woman walking across the street looking at a Car Quest vehicle.,0.32205963134765625
205514,The large living room has been decorated in modern furnishings.,0.2968776524066925
537812,A tiled bathroom with toilet and open shower,0.30606433749198914
521877,The graveyard in front of the church is very spooky.,0.2896803021430969
555023,"The giraffe is sticking out its long tongue, perhaps tasting the fence rail.",0.3210093677043915
284623,A black cat sits in a bathroom sink.,0.33997032046318054
528962,A dump truck passing a gentleman on a bicycle loaded with wood benches.,0.322952538728714
250790,A person gets ready to indulge in drinking a shake and eating a slice of cheesecake.,0.29356569051742554
261603,An older gentleman is taking a ride on his motorcycle. ,0.338625967502594
45976,A man standing in front of a mirror shaving,0.3362427353858948
111014,The modern made toilet is next to a small bidet.,0.27210763096809387
135613,A nice spacious bathroom with light brown tile.,0.3005874752998352
278338,A bathroom with orange and white flooring with double sinks,0.3344924747943878
319285,A bathroom with a bathtub sitting next to a toilet.,0.3208274245262146
567171,A scooter is parked on the street in front of a car. ,0.2918424904346466
148968,A striped cat sleeping on someones white purse,0.30672401189804077
415967,The dark mirror shows a bathroom in it's reflection.,0.3278645873069763
31000,Many oranges have been placed inside a bowl.,0.30818089842796326
398385,A group of traffic lights sitting above an intersection.,0.30584192276000977
51476,A series of images of pots filled with chocolate and desert.,0.32715868949890137
207853,a person riding a motorcycle on a road with a hill in the background,0.3077780306339264
478077,A microwave oven sitting on top of a counter top.,0.3116992712020874
302159,Two bathroom sinks under two mirrors next to paper towel dispenser.,0.29340359568595886
136355,A kitchen with a bright window and house plants,0.36655882000923157
179930,A man watches a giraffe eating from a tree. ,0.32225584983825684
562592,A person that is driving on the street.,0.26317670941352844
204757,A close up of a person's hand with a scissors cutting something wet.,0.28252387046813965
469719,A skier in the midst of a jump,0.3072623312473297
275270,A very clean sink that is in the bathroom.,0.26181522011756897
338044,A parked motorcycle on display next to the skull of a demon.,0.27898091077804565
222494,A traffic light with a smile green light above a red sign.,0.30565622448921204
368541,A picture of some people about to board a plane.,0.27100512385368347
237568,Person on a motorcycle coming up to a stop sign on the street.,0.2751210033893585
62443,A brick building with an open window next to a few colorful bushes.,0.3264291286468506
519479,A man in  library looking at his laptop.,0.2699939012527466
306404,An man taking a picture of a sink through a mirror.,0.32512736320495605
1761,Two planes flying in the sky over a bridge.,0.29426366090774536
257448,A cop car parked in front of a white fire hydrant.,0.26388031244277954
164,A small kitchen with low a ceiling ,0.3036869764328003
267861,A red motorcycle with a back seat parked on the side of a road.,0.3015201687812805
469638,A bathroom that is very clean and white.,0.3140942454338074
246265,Many motorcycles are parked around a crowd of people.,0.3203333020210266
10114,A picture of a very nice kitchen that is white.,0.30565643310546875
371683,A bunch of bananas hanging from a green tree.,0.35635456442832947
392650,A large Delta passenger jet flying through a blue sky.,0.3139459490776062
579602,Three kites in the air with many umbrellas on a beach,0.26146137714385986
23623,His and her bathroom sinks underneath a large mirror.,0.3068163990974426
180787,A picture of some people that are cooking some food.,0.2630842924118042
467475,A formation of birds in a sky at sunset.,0.3446018695831299
95772,A pile of rusted metal junk laying in the weeds.,0.32878682017326355
453020,A public restroom with several urinals and stalls.,0.29050034284591675
255482,A blue turboprop airplane races across the blue sky.,0.3214654326438904
188651,The picture of a cat under a car.,0.35446563363075256
370090,A blue toilet bowl in a bathroom that says rabies,0.3139340281486511
327514,A man standing in a kitchen ironing his clothes while cooking food.,0.27611419558525085
428234,A plant is growing on the window sill in the bathroom.,0.29843956232070923
213932,A picture of a motorcycle on the street.,0.2894275486469269
267351,A large clock tower is yellow and white.,0.35184726119041443
462026,Several beautiful vintage racing motorcycles on public display.,0.34451428055763245
401783,A view of the mountains is shown from an airplane window.,0.3195744752883911
168512,A turkey or chicken cooks inside a kitchen oven.,0.33704879879951477
431236,A kitchen with a washer and a stove top oven.,0.29197704792022705
172911,A car seat covered in a piece of cake and frosting.,0.31267493963241577
484432,A bunt cake sitting on a glaze cake plate with glazed being drizzled over it.,0.26700517535209656
414156,A kitchen with wooden counter tops and a stove top oven.,0.2900106608867645
320703,A narrow kitchen with a white stove top oven.,0.29307475686073303
555686,A woman posing and riding on a red motorcycle,0.32187050580978394
357567,A small bathroom with a white toilet next to a shower curtain covered bath tub.,0.31665655970573425
253223,a building with two towers and an air plane in the background,0.30169492959976196
579468,A beautiful woman with a blue fro brushing her teeth with a giant toothbrush.,0.40156668424606323
255248,A cook sanding between two women inside of a kitchen.,0.2997564971446991
456328,A bathroom photo focusing on the toilet and the window.,0.28431570529937744
390241,A white train car lays on its side in the dark while a man with a light is nearby.,0.3283326327800751
564699,A tiled bathroom altered to suit the needs of the handicapped.,0.3020344376564026
577796,Three urinals mounted to a wall with white little dividers.,0.33063042163848877
143653,A herd of sheep standing between a train and a river.,0.38726121187210083
493235,A kitchen with lots of black counter top space.,0.3154029846191406
526186,An older woman holding a metal tea kettle in a kitchen.,0.3579867482185364
115162,A fire burns while a person rides a green motorcycle and several motorcycles are flipping in the air.,0.34796833992004395
4554,Several people snowboarding and one skiing in the snow.,0.287906676530838
128373,Various stuffed animals behind a pane of glass,0.35343998670578003
245462,A man in a gray jacket standing in a kitchen next to a black dog.,0.35112252831459045
290532,A desk topped with a desktop computer monitor behind a keyboard.,0.3105659484863281
370842,A knife being slid into a wooden block.,0.28407084941864014
303520,A woman cutting up a large chocolate sheet cake.,0.3339812755584717
58364,A person standing in a living room with a fire place.,0.28155699372291565
560948,A bathroom with focus on a counter with dual sinks.,0.3025655150413513
377845,A bathroom with focus on the toilet in the bathtub.,0.29469066858291626
556278,A street intersection at night with no vehicles on the road.,0.2684378921985626
42970,A group of bikers traveling down a road past a store.,0.34880194067955017
30707,a man sitting on the end of  a bed in front of a small TV.,0.3233451545238495
473935,A plane is taking off from a runway.,0.2987741231918335
493843,A trashcan has been knocked over in a kitchen.,0.30343589186668396
150685,two gray stove burners and a wooden bowl with four apples,0.27937808632850647
77296,A man in a black outfit sleeping on a small bench.,0.29103317856788635
176474,Three different types of dogs looking at the camera.,0.27641794085502625
191842,Photo taken in a car of the television on the roof.,0.2438845932483673
143908,A person on a motorcycle doing a burnout.,0.33675283193588257
447546,A large kitchen with many people preparing food.,0.30325475335121155
306108,A kitchen filled with wooden cabinets and a white refrigerator.,0.31301045417785645
270376,A downtown area of a city with buildings and billboards. ,0.29986682534217834
341659,A parked car with a cat laying on top of it.,0.31604576110839844
1525,A plane parked in a large airplane hanger.,0.3116642236709595
221502,A park bench surrounded by floral arrangements on either side.,0.3899586796760559
135117,A set of three wall mounted urinals with pictures of men on top of them.,0.2852802574634552
291833,A restroom with three stalls with three toilets.,0.2958296537399292
403013,A narrow kitchen filled with appliances and cooking utensils.,0.31890666484832764
25972,A blue love seat sitting on a trailer attached to a bike.,0.3671574294567108
455528,A man sitting on the snow while riding a snowboard.,0.30778318643569946
503790,three different motorcycle couples riding down a road,0.3145314157009125
185904,a man in a blue shirt riding a blue motorcycle and some people,0.35498279333114624
291930,a man wearing leathers and his black motorcycle,0.2965551018714905
98280,a male with glasses and a green helmet is eating a banana,0.3558080792427063
332908,a ratchet ass room with a shelf on the wall,0.2863452136516571
211825,A man blowing out candles on a cake.,0.3167955279350281
444270,A person is in a bathroom and is taking a photo of himself in a mirrors reflection.,0.28221651911735535
531069,A bike rider rests on his bike as he looks at his phone.,0.29658591747283936
529069,A bathroom toilet with a light fixture overhead,0.2896077036857605
429633,Black and white historical photo man next to motorized bicycle.,0.3561394214630127
152543,A group of young people are sitting on a concrete divider.,0.3288017511367798
438024,A city with a river in the middle with boats docked,0.2668956220149994
382734,A bathroom being renovated with pipes in the wall,0.3044074475765228
456394,"BLUE MOTORCYCLE ON DISPLAY, SURROUNDED BY OTHER VEHICLES",0.27223914861679077
79465,A bathroom toilet nestled in a cubby is turned into a room for darts.,0.342790424823761
59463,a public bathroom with a clock tower in the background,0.3173929750919342
154587,A motorcycle carrying a bicycle is parked in the gravel. ,0.30063873529434204
212074,A bathroom with white colored cabinets and toilet,0.30887675285339355
82229,A modern flatscreen television sits upon a nostalgic console model.,0.299501895904541
533026,a bathroom with a cat underneath a bath tub,0.27546265721321106
553776,A man rides a large motorcycle on a freeway.,0.3045467734336853
251098,A military motorcycle is parked behind a van on a street way.,0.2705416679382324
347253,A plane is boarded with maintenance trucks alongside cargo trailers.,0.30356329679489136
332455,a close up of a toilet with a pink seat and lid,0.31580615043640137
429323,"Bathroom view, brightly lit, blue square basin, commode on right, shower curtain on left and heater and window on far end.",0.3318423926830292
465179,a close up of a person brushing her teeth in the bathroom,0.3225378096103668
423767,A colorful jet is sitting patiently on a runway.,0.3553365170955658
261062,the door to the room is open to the outside,0.2799849808216095
540694,A giraffe standing in a lot filled with cars.,0.32839712500572205
378448,Several small electronic devices are sitting with a backpack at an airport window.,0.33508288860321045
305545,a close up of a woman wearing jewelry and a boat in the background,0.33458036184310913
183249,An open door that leads into a kitchen ,0.31762421131134033
117037,Three people standing in a parking lot smiling to take a picture.,0.3036007285118103
321742,A picture of a lot of motorcycles together.,0.33437860012054443
151988,A picture of two people sitting on a bench.,0.341263085603714
315601,A close-up of a one-way street with many cars and motorcycles.,0.2552206218242645
571718,A man standing in front of a fruit stand containing several bunches of bananas.,0.3548857569694519
29709,"A photo of a dining venue outside complete with tables, chairs and umbrellas.",0.31982672214508057
75283,Two people that are walking a dog together.,0.29857271909713745
171717,A well lit area of the bathroom with white paintings. ,0.29595324397087097
126876,A picture of a plane is flying in the air.,0.2782721519470215
415672,A street scene with people on motorcycles and people sitting on benches.,0.33214810490608215
527220,A red car next to a gas station sign and parked blue and silver motorcycles.,0.26727789640426636
334140,A close up of a woven basket on a bicycle.,0.35603559017181396
456323,A bedroom with a bike parked in it,0.3575410842895508
554002,A black dog standing between people in line,0.27734503149986267
460812,A bathroom scene with focus on the toilet and the sink,0.27728474140167236
27390,A picture of a plane that is in the air.,0.30069804191589355
433504,The view of a room with several different utensils displayed on shelves.,0.3027985394001007
239355,A cop car sitting on the side of a road behind a motorcycle.,0.2618514597415924
293964,Cooks standing in a kitchen preparing food for a restaurant.,0.27991509437561035
424445,A fighter jet taking off from an airport runway.,0.2877182364463806
193599,A close-up of a toilet with a pink stuffed bunny inside.,0.3698880076408386
84474,A boat dock with two planes floating on the water.,0.3442579209804535
580829,A street scene of a road going through the mountains.,0.274350106716156
25685,People on a boat looking at a plane in the water.,0.31026193499565125
141086,A dog in an enclosure with a  herd of sheep,0.334929496049881
414379,A street scene of the intersection with people and cars.,0.3068563640117645
373574,A TV sitting on top of a table next to a laptop computer.,0.30044060945510864
369259,Thee family is standing around the island in the kitchen.,0.29500696063041687
256983,"A woman at a baseball game with a Chicago Cubs visor, talking on her cell phone.",0.38492095470428467
122217,Two people skateboarding down a roadway in a downhill descent.,0.3379034101963043
12101,A toilet bowl with a sign on the top,0.26115334033966064
348092,A man on a motorcycle on a racetrack.,0.3241424858570099
202040,Two motorcycles parked on the side of the road.,0.2832789719104767
332625,A man sitting on a plane in back of a seat with a monitor on it.,0.3558022081851959
395463,A group of people sitting at a bar as a man prepares food.,0.3046908974647522
429497,Several bicycles lined up against a brick building.,0.38536256551742554
516868,A kitchen scene with focus on a sink and oven.,0.2976684272289276
94140,A photo taken in a car looking at a dog in the back seat.,0.3095364272594452
268259,A metal gear with chain on a wheel.,0.29841795563697815
104837,"A bathroom scene with a toilet, sink and a mirror.",0.2758826017379761
475923,A black and white dog sleeps in front of a blue door.,0.29223018884658813
418816,A man waling his bike along a road with cars.,0.30630427598953247
400945,A plain white bathroom that is completely unfurnished.,0.3073779344558716
79966,A black puppy with a ball in its mouth sitting in a bicycle basket.,0.36600980162620544
517128,"inside a airplane hangar,a stealth plane hanging -up.",0.353605717420578
24924,A bathroom scene with a bathtub and a sink.,0.284737765789032
474519,A toilet that is very clean in a bathroom.,0.2824303209781647
109045,A black and white photo of a propeller plane.,0.32626837491989136
529159,A very old picture of a women posing.,0.2822895050048828
552610,a stove top and counter in a kitchen,0.2962656319141388
115709,A photo of a restroom containing two toilets.,0.31358227133750916
450206,Several people standing around with a green bus along the road.,0.3385761082172394
306936,A close up of a plane with several people around it on the ground.,0.2831576466560364
507249,Two bikes parked next to each other on a bike rack.,0.27945974469184875
212525,A restroom with focus on the modern sink.,0.2703388035297394
88634,A kitchen with a black stove top oven.,0.3045814037322998
521542,A pink cookie jar on a tile kitchen counter.,0.3565026819705963
482210,A photo taken through a bathroom door of a bathroom.,0.2872686982154846
556025,A kitchen scene looking over the table at the refrigerator.,0.2539631724357605
243857,"A kitchen scene complete with a dishwasher, sink and an oven.",0.29272255301475525
393858,A plane that is flying in the air.,0.2852553725242615
47873,A picture of a counter and some chairs.,0.26411232352256775
352196,A cat that is playing on the ground with a door.,0.2758735418319702
555648,A motorcycle that is parked in a parking lot.,0.2892015278339386
168337,Two people outside of a stone building near a red fire hydrant.,0.33195677399635315
132861,A large church tower with a clock mounted on each of it's sides.,0.34726330637931824
150088,A woman standing in front of a bathroom mirror taking a picture of herself.,0.3303828537464142
21232,A white toilet sitting inside of a bath tub.,0.2581191062927246
91416,A cook standing in a professional kitchen preparing food.,0.2952845096588135
27285,"Kitchen with refrigerator, range and vent, and white colored cabinets with an oak top.",0.3064998984336853
143576,A cook is in the kitchen preparing a big pot of food.,0.29109275341033936
459219,"A white colored vanity area with a mirror, sink and double light on the wall above the mirror.",0.34643471240997314
517548,A charming country bathroom includes a hotel style wall hung blowdryer.,0.3145982027053833
441841,Motor bike taking a fast turn on a track.,0.303496778011322
191691,A man is shaving while looking in a mirror of a cluttered bathroom.,0.34517425298690796
561037,A cruiser bike in line with others at a biker gathering,0.32988572120666504
561187,A horse is saddled up while a cowboy checks out a hoof.,0.336019903421402
562356,A motor cycle procession down a wet street.,0.33813509345054626
145032,A blue clock on the top of a stone building.,0.3414059281349182
486008,a bathroom with multiple stalls with doors and toilets,0.30913838744163513
1146,A young man wearing black attire and a flowered tie is standing and smiling.,0.2752251923084259
411908,Indians ride tandem on a motorcycle through a busy street.,0.3327490985393524
437556,A kitten eating food out of a dish on the kitchen floor.,0.31932467222213745
326582,A fighter is jet flying through the clouds,0.2945316433906555
23272,A Calico cat laying on the hood of a Mercedes.,0.36714664101600647
368940,a bathroom with a mirror and a sink,0.30843645334243774
434958,A man is in a car holding a black cat.,0.37017494440078735
391343,Two people standing next to a motorcycle on a brick path.,0.3490683436393738
232488,Two young men are looking at a computer screen. ,0.2810633182525635
481573,Boy standing on a skate board as seen from under the board.,0.3112680912017822
19157,a group of guys showing off a cow to an audience. ,0.3513529300689697
50655,A bathroom with a narrow toilet and hanging towels. ,0.2975165545940399
542611,The toaster adorned with a face sits atop the tiled surface.,0.32986557483673096
311887,a bathroom with a toilet and a bath tub,0.30146434903144836
553935,a surveillance camera attached to a building with a plane flying in the background,0.3214586079120636
262672,A skier attempts to slow down on the slopes by pointing the skis toward each other.,0.31066837906837463
313948,A motorcycle is on display at a convention.,0.2994053363800049
89188,two dogs are at a door trying to get outside,0.30806446075439453
264976,A cat is using the toilet in a white tile bathroom.,0.3185308277606964
355221,A silver motorcycle with many lights parked on the street.,0.2996092438697815
553698,A cat sitting on a pile of books.,0.3340163230895996
542089,a bathroom with a bath tub a sink and a mirror,0.2857787609100342
77811,A mini car mouse is sitting on a mousepad with the headlights on.,0.33353742957115173
50713,A man and woman are riding down the street in a parade wearing patriotic hats.,0.35799047350883484
13876,a black and white photo of a long bench for sitting near a building,0.3107976019382477
165681,This is an image of a row of scooters,0.33139342069625854
63240,a man and some people riding on a raft ,0.282009094953537
531967,A beautiful woman sitting on top of a kitchen counter.,0.30824917554855347
295199,A white urinal mounted to the side of a wall.,0.3343667984008789
231093,A toilet in a bathroom underneath a window.,0.302590012550354
337120,A tall brick building with a bike parked in front of it.,0.3291550278663635
151347,A large passenger jet flying over a mountain.,0.3299332857131958
11081,An experimental airplane flying through a  cloudy blue sky.,0.307113379240036
212351,A large passenger jet flying through a cloudy sky.,0.3066615164279938
74,A picture of a dog laying on the ground.,0.28215616941452026
562139,A lighted kitchen looks shiny clean and nice.,0.31887033581733704
357737,A picture of a person standing by a bicycle.,0.2955206036567688
234697,Stop lights are lit up in a cloudy dark sky.,0.3371078073978424
435316,A cat watching water go down a sink drain,0.34553173184394836
67213,A lot of people that are looking at a pool.,0.25594931840896606
325356,A tiger cat sitting in a bathroom sink next to a tub.,0.3766787648200989
343708,A parking lot outside of an extremely large building.,0.2718673348426819
84447,A motorcycle driver sitting next to his motorcycle. ,0.28042319416999817
533548,A man wearing a red jacket sitting at a desk.,0.27893245220184326
154420,A clean bathroom with blue tiles on wall and counter.,0.34672117233276367
222825,A kitchen with a stove top oven next to a white fridge.,0.3111768960952759
369485,A bathroom with a marble counter under two giant mirrors.,0.3095506429672241
577030,A large white couch in a living room in front of a TV.,0.301513671875
543090,The inside of a small building with a brown couch.,0.2901799976825714
546687,Cityscape of a train stopping traffic on a street,0.2783062756061554
170893,A dog is standing next to a toilet playing with tissue,0.35302335023880005
257685,A clean counter top with flowers and a sink.,0.3514656722545624
126192,A giraffe running across a grass covered field.,0.33686646819114685
86320,A bathroom sink sitting under a large mirror.,0.2781093716621399
295303,A young child eating cake with pink and white frosting on a high chair.,0.3380506932735443
101456,A kitchen counter covered in metal bowls and dishes filled with food.,0.30839261412620544
49683,A black and yellow bike making a turn on the track,0.3558027744293213
63882,A PINK TOILET AND A PINK BATH TUB IN THE BATHROOM,0.3335174024105072
107087,A black cat sits in a car and looks out.,0.3506539463996887
405526,A vase filled with red flowers sitting on a counter.,0.3282987177371979
104715,Man flying a colorful dragon kite in a blue sky,0.31878599524497986
268092,Basket of old stuffed animals upside down in the trash. ,0.3099019229412079
366884,A man sitting at a computer desk in front of a monitor.,0.27402999997138977
342142,A busted up toilet sitting inside of a bath tub.,0.3023298680782318
38732,A towel rack in a bathroom topped with two stuffed animals.,0.35517382621765137
41397,Two wooden benches sitting on top of a lush green grass covered park.,0.34171271324157715
455261,The view of a person riding a motorcycle on a paved road.,0.32561346888542175
106392,A kitchen with a washing machine under the counter,0.2969054579734802
337815,A small kitchen with black and wooden cabinets.,0.3053252398967743
521587,A bathroom filled with a white toilet next to a sink.,0.2908689081668854
251124,A bike parked next to a street in a city at night.,0.34395691752433777
276149,many people on a snowy slope riding skis and snowboards,0.3011265993118286
179311,A plane that is flying in the air.,0.28341248631477356
286662,A person that is looking at a cake.,0.2944142818450928
520251,A living room filled with furniture and a flat screen TV.,0.2790871262550354
479440,A white cat sitting on the floor next to a feeding dish and a mat.,0.3578903079032898
555597,Many cars parked on a city street with tall buildings in the background.,0.29186710715293884
356533,A white kitchen filled with a refrigerator freezer.,0.3012726902961731
138246,some horses grazing in front of a church,0.2989533245563507
114726,A black and white cat sitting on top of cabinets.,0.3286285698413849
12343,a man wearing black is riding a red and silver motorcycle,0.33086729049682617
235380,an old photo of a castle at the end of the street,0.33357569575309753
543525,A kitchen area with all white cabinets mad a white refrigerator.,0.31208115816116333
467966,A small white plane sitting on top of the ocean.,0.3394516706466675
262386,a white bathroom with a toilet and a roll of toilet paper,0.29142576456069946
89099,A couple of women standing in a kitchen preparing food.,0.30720406770706177
463459,four white urinals against a green wall with lines,0.32078105211257935
139099,A street scene with a person on a motorcycle.,0.2854146361351013
366031,A woman standing with a bi-wing airplane on a runway.,0.3249054551124573
551170,Some roll down doors  at a building painted with graffiti.,0.32295000553131104
103035,Four officer are riding motorcycles with giant letters on them.,0.30090656876564026
232455,A large flock of birds fly through the sky.,0.3285914659500122
40446,A church with lots of wooden pews and an illuminated crucifix on the wall.,0.3122049868106842
567693,A bucket that is on top of a table.,0.28379276394844055
357096,A young child plunging a toilet with a plunger.,0.3493228256702423
190227,A steel toilet near a window in a very small bathroom.,0.29832834005355835
142386,There are multiple pictures of the same man standing in the kitchen,0.2835586965084076
81943,There is a white toilet with red tiled floors,0.3513309061527252
12326,"This kitchen contains a stove with an exhaust hood, many cabinets, and a microwave.",0.3134472966194153
566576,A blue double decker bus pulling into a bus station.,0.3313441574573517
274959,An airplane parked on a dirty field next to a chain fence.,0.28282254934310913
484028,A man on a bike wearing glasses riding indoors.,0.3055688440799713
337517,A man sleeping on the end of a wooden bench.,0.33374202251434326
303928,a walk in shower with a seat next to a white sink.,0.3052543103694916
162249,A flat screen TV sitting on top of a step in a bathroom.,0.3067297339439392
472621,"An elegant bathroom features a tub, sink, mirror, and decorations. ",0.32054048776626587
60623,A young girl inhales with the intent of blowing out a candle. ,0.346075177192688
421307,Two airplane shaped kites flying through a blue sky.,0.3261745870113373
360678,A table topped with dessert next to a window.,0.28493645787239075
74743,A picture of a painting and a couch.,0.29932597279548645
107304,A woman opening the bathroom door with the room chained off.,0.3035317361354828
333683,A kitchen with a metallic refrigerator freezer next to a sink.,0.3069271445274353
105303,A person that is sitting on a bench.,0.289718896150589
280498,A kitchen that is very clean in a house.,0.29114681482315063
237759,A tall building on the street corner filled with traffic.,0.28292322158813477
399832,A stainless steel table is in the middle of the large room.,0.3031187355518341
14869,A park bench siting next to a tree next to a  park.,0.3060556650161743
246701,A white toilet sitting next to a tub next to a sink,0.301437109708786
40414,A kitchen filled with furniture and a stove top oven.,0.28417861461639404
94610,A sidewalk lined with parked cars next to tall buildings.,0.2952192425727844
80131,A group of people sitting around a table in the kitchen.,0.30580559372901917
540763,A restroom has a toilet and a decorative sun wall plaque.,0.3436902165412903
407146,A group of people boarding in airplane on a runway..,0.3132140338420868
144114,A small glider flying through the sky with a pilot.,0.29043781757354736
487450,A man riding a motorcycle with a child on the back of it.,0.32760441303253174
117191,A toilet seat with a fake foam butt on top of it.,0.2813188135623932
500446,A large clock mounted to the face of a buildings entrance.,0.31625208258628845
431047,A baby boy sitting on top of a toilet reading a book.,0.29583823680877686
274262,A large kitchen with a center island surrounded by stools.,0.3183685541152954
367619,A white cake topped with coconut on a counter.,0.28241926431655884
255917,A cluster of traffic driving towards a capital building.,0.3065219223499298
117891,A gray and white cat sitting in blue bowl.,0.34459173679351807
176120,A bathroom with a shower covered in a curtain next to a toilet.,0.3154677152633667
75344,There are a lot of trees and plants beside the house.,0.2721153795719147
106166,The car is traveling down the road while the dog watches.,0.2903061807155609
473623,"A white porcelain toilet with the lid down, in a bathroom.",0.283196359872818
205102,A bike parked next to a wall next to a river.,0.2855401635169983
504498,"The rider, clothed in camoflague and ski boots, is sure to blend into the grassy area on his motorbike.",0.3596809506416321
213765,An old photo of a small family kitchen.,0.34355467557907104
149974,A service vehicle sits on a tarmac in front of a jet. ,0.2920071482658386
503255,The bench at the tree offers a respite and a scenic autumnal view of a grand valley ,0.343788743019104
521197,A man poses with a yellow bicycle and a banana. ,0.3895537853240967
403432,A blurry and out of focus image of a person on a bike riding in a field  towards cows in the distance.,0.3099723756313324
30828,"A person with an orange blanket covering them, sleeping on a wooden park bench.",0.3823334276676178
8594,older man standing in his kitchen reads book.,0.34111449122428894
105647,"A  street with pedestrians, bikes, a jitney and a bus. ",0.31906208395957947
395290,A cat is sitting on the hood of a car in a residential area.,0.35829582810401917
427133,A group of people behind a white picket fence watching a person in the grass with a dog and small group of sheep.,0.36048424243927
216867,an airplane taking off with one waiting to take off,0.2814781963825226
150284,A man stands beside his motorcycle in front of a store.,0.34119418263435364
330098,a bike sitting in front of colorful signs ,0.32691529393196106
373029,An aircraft is overtaken by maintenance workers as it sits on a landing.,0.30793216824531555
138079,"A door opens to a bare, white bathroom. ",0.3080059885978699
28790,A door open to a bathroom with the vanity showing.,0.30749499797821045
34445,A woman unpacks a box in a kitchen. ,0.288057804107666
581886,Two people sit in the sand with their surf boards. ,0.3149535357952118
261175,Wide shot of a kitchen and a kitchen table with a plaid tablecloth.,0.3604685664176941
163562,The young man is holding a clear Frisbee.,0.31477946043014526
224010,A toilet is used for outdoor decoration beside a log cabin building.,0.28814855217933655
93116,Photo of a two bathroom fixtures and a vinyl shower curtain.,0.29801270365715027
557339,Ladies in a kitchen laughing at the camera while one grates cheese.,0.3214706778526306
21839,a person walking across the street with a traffic light above,0.3368627727031708
295403,A man helps a woman sit on a bike.,0.3236849904060364
217783,a large air plane on a snowy surface with a sky background,0.3303954303264618
412753,"A small bathroom with a shower, sink, and two toilets.",0.28049591183662415
366111,A black and white photograph of men on bicycles in a city.,0.3464594781398773
345224,"A small, yet clean looking bathroom, with blue pained walls. ",0.3435696065425873
371958,The top of a brick clock tower surrounded by birds.,0.31967854499816895
251065,A black toilet in a tiled public bathroom stall.,0.3488660752773285
577946,Some pots and pans that are in a room.,0.29347318410873413
270744,A man carries a leash around his shoulders as two dogs make their way alongside.,0.3038772940635681
145651,A small white room with an unmade bed that has a backpack and a pair of glasses resting on it.,0.30540740489959717
383703,a man in a kitchen cutting lettuce with a knife,0.3020913302898407
522751,A view of a stoplight by a street.,0.30664071440696716
57645,Adults with childern walking in the rain with umbrellas.,0.30104586482048035
408859,a bathroom with a sink a mirror and a toilet,0.26789185404777527
215812,A lot of urinels that are in a bathroom.,0.2787534296512604
205573,A motorcycle stopped on the road during nighttime in the city. ,0.2881408929824829
322783,A white sink sits on a beige vanity in this uninspiring bathroom. ,0.30600297451019287
555669,A smiling woman nonetheless cringes as a dog licks her ear. ,0.30936944484710693
103855,An old couple is sitting down on a bench together.,0.33396920561790466
237626,a motorcycle on the back of a truck with a fence in the background,0.3169305920600891
561563,A white and green bathroom with sink and toilet.,0.32205599546432495
480036,many bikes parked in a parking lot very close to each other,0.2815941274166107
213816,a close up of a public transit train with its doors open,0.30313029885292053
577783,A Delta aircraft is parked at a terminal while maintenance men attend to it.,0.332244336605072
103806,a cat laying on the floor of a kitchen,0.32785624265670776
214463,A bathroom sink with toothbrush holder and soap dispenser,0.2961673438549042
11340,A large elephant walking next to a man,0.28755655884742737
448759,A happy man roller skiing in the mist,0.350639671087265
413435,A bathroom sink with a large mirror above it next to a doorway.,0.28042155504226685
412978,A kitchen counter with a rounded edge and shelves,0.3059481978416443
163167,a rustic kitchen with lots of stonework and wood accents,0.3829948604106903
46432,A view from an airplane flying over a mountainous region.,0.28545036911964417
442136,A man looks over a parked motorcycle that has an American flag on the back. ,0.3867926597595215
183176,A man on a motorcycle with a woman on back,0.2984504699707031
435003,A laptop computer sitting on a desk next to a desktop monitor.,0.263498455286026
381608,Two people setting up a market stand with jars,0.29480162262916565
435896,A toilet bowl with buttons on the toilet seat,0.31164705753326416
576667,A bare bathroom has a window over the toilet.,0.2727625072002411
91353,A chef is in a restaurant making sushi.,0.3054155707359314
515854,A group of people boarding a passenger jet up stairs.,0.2775355875492096
544198,A kitchen has dark counters and wood cabinets. ,0.30300357937812805
331268,A kitchen filled with plants and lots of clutter.,0.326202929019928
519330,A group of people dressed in some nice clothes,0.2950677275657654
567683,Some motorcyclists getting off their street bikes at a gathering,0.30429691076278687
389974,A woman cooking with a large white bot and a cooking board with meat in it in a small kitchen.,0.2813480496406555
79841,"Two bikers, one in front of a building, the other in the city.",0.3119770586490631
307145,A kitchen with old wooden cabinets and a stove top oven.,0.3362753987312317
109648,A row of white urinals mounted to a restroom wall.,0.341260701417923
281032,An elderly person in a kitchen cooking food.,0.35258251428604126
404484,A woman bending over in a living room to pet her dog.,0.3114576041698456
291742,A kitchen filled with metallic appliances and a stove top.,0.29335641860961914
208517,A woman with a suitcase holding a phone,0.32347285747528076
210982,A group of parked motorcycles sitting on the side of a road.,0.3181125223636627
69121,A bathroom sink surrounded by a stone counter top.,0.29705914855003357
